-5.097085833549499512e-01,-1.563344895839691162e-01,-2.444047247990965843e-03,-5.359789133071899414e-01,6.069664955139160156e-01,-5.359789133071899414e-01
-5.100472569465637207e-01,1.011361852288246155e-01,-1.022852840833365917e-03,-6.176108717918395996e-01,6.066681742668151855e-01,-6.176108717918395996e-01
-5.103358030319213867e-01,2.501029670238494873e-01,-6.255149375647306442e-03,-6.649481058120727539e-01,6.066139340400695801e-01,-6.649481058120727539e-01
-5.103486180305480957e-01,3.239567279815673828e-01,-1.049479655921459198e-02,-6.884129643440246582e-01,6.065953373908996582e-01,-6.884129643440246582e-01
-5.099748969078063965e-01,3.590823411941528320e-01,-1.289401296526193619e-02,-6.994404196739196777e-01,6.065868139266967773e-01,-6.994404196739196777e-01
-5.091646909713745117e-01,3.756736218929290771e-01,-1.411306671798229218e-02,-7.044075727462768555e-01,6.065822243690490723e-01,-7.044075727462768555e-01
-5.078991651535034180e-01,3.838078081607818604e-01,-1.473084371536970139e-02,-7.065076828002929688e-01,6.065794825553894043e-01,-7.065076828002929688e-01
-5.061756372451782227e-01,3.883521556854248047e-01,-1.508173998445272446e-02,-7.072879076004028320e-01,6.065777540206909180e-01,-7.072879076004028320e-01
-5.040002465248107910e-01,3.915926814079284668e-01,-1.533448323607444763e-02,-7.074784040451049805e-01,6.065765619277954102e-01,-7.074784040451049805e-01
-5.013843178749084473e-01,3.945514857769012451e-01,-1.556708756834268570e-02,-7.074089050292968750e-01,6.065757870674133301e-01,-7.074089050292968750e-01
-4.983430802822113037e-01,3.976380825042724609e-01,-1.581160537898540497e-02,-7.072159051895141602e-01,6.065751910209655762e-01,-7.072159051895141602e-01
-4.948945939540863037e-01,4.009649157524108887e-01,-1.607728563249111176e-02,-7.069422006607055664e-01,6.065747737884521484e-01,-7.069422006607055664e-01
-4.910596907138824463e-01,4.045031666755676270e-01,-1.636228151619434357e-02,-7.065868377685546875e-01,6.065744161605834961e-01,-7.065868377685546875e-01
-4.868617057800292969e-01,4.081592261791229248e-01,-1.665939576923847198e-02,-7.061291337013244629e-01,6.065741777420043945e-01,-7.061291337013244629e-01
