-4.052353799343109131e-01,5.127822607755661011e-02,-2.629456575959920883e-04,-5.617585182189941406e-01,6.069489121437072754e-01,-5.617585182189941406e-01
-4.060276448726654053e-01,2.994612753391265869e-01,-8.967706002295017242e-03,-6.405215263366699219e-01,6.066599488258361816e-01,-6.405215263366699219e-01
-4.072343409061431885e-01,4.074196517467498779e-01,-1.659907773137092590e-02,-6.752446889877319336e-01,6.066089272499084473e-01,-6.752446889877319336e-01
-4.086849987506866455e-01,4.399629533290863037e-01,-1.935674063861370087e-02,-6.861508488655090332e-01,6.065918803215026855e-01,-6.861508488655090332e-01
-4.103206098079681396e-01,4.378152787685394287e-01,-1.916822232306003571e-02,-6.860952377319335938e-01,6.065843105316162109e-01,-6.860952377319335938e-01
-4.121328592300415039e-01,4.205258786678314209e-01,-1.768420077860355377e-02,-6.812910437583923340e-01,6.065803766250610352e-01,-6.812910437583923340e-01
-4.141347706317901611e-01,3.972544968128204346e-01,-1.578111387789249420e-02,-6.746611595153808594e-01,6.065781712532043457e-01,-6.746611595153808594e-01
-4.163471460342407227e-01,3.722701966762542725e-01,-1.385851018130779266e-02,-6.675728559494018555e-01,6.065768003463745117e-01,-6.675728559494018555e-01
-4.187916517257690430e-01,3.475139737129211426e-01,-1.207659579813480377e-02,-6.606512665748596191e-01,6.065760254859924316e-01,-6.606512665748596191e-01
-4.214880764484405518e-01,3.238135576248168945e-01,-1.048552244901657104e-02,-6.541658639907836914e-01,6.065754890441894531e-01,-6.541658639907836914e-01
-4.244526922702789307e-01,3.014690876007080078e-01,-9.088360704481601715e-03,-6.482170820236206055e-01,6.065751910209655762e-01,-6.482170820236206055e-01
-4.276977777481079102e-01,2.805391550064086914e-01,-7.870221510529518127e-03,-6.428272128105163574e-01,6.065750122070312500e-01,-6.428272128105163574e-01
-4.312314391136169434e-01,2.609823346138000488e-01,-6.811177823692560196e-03,-6.379854679107666016e-01,6.065748929977416992e-01,-6.379854679107666016e-01
-4.350575506687164307e-01,2.427259385585784912e-01,-5.891588050872087479e-03,-6.336695551872253418e-01,6.065748929977416992e-01,-6.336695551872253418e-01
-4.391758441925048828e-01,2.257010936737060547e-01,-5.094098392874002457e-03,-6.298570632934570312e-01,6.065748929977416992e-01,-6.298570632934570312e-01
-4.435819983482360840e-01,2.098515629768371582e-01,-4.403767641633749008e-03,-6.265280842781066895e-01,6.065748929977416992e-01,-6.265280842781066895e-01
-4.482677578926086426e-01,1.951447725296020508e-01,-3.808148205280303955e-03,-6.236687898635864258e-01,6.065749526023864746e-01,-6.236687898635864258e-01
-4.532210230827331543e-01,1.815659999847412109e-01,-3.296621143817901611e-03,-6.212695837020874023e-01,6.065750122070312500e-01,-6.212695837020874023e-01
-4.584258198738098145e-01,1.691184639930725098e-01,-2.860105596482753754e-03,-6.193252801895141602e-01,6.065750718116760254e-01,-6.193252801895141602e-01
-4.638626277446746826e-01,1.578198671340942383e-01,-2.490710932761430740e-03,-6.178338527679443359e-01,6.065751314163208008e-01,-6.178338527679443359e-01
-4.695083498954772949e-01,1.476995348930358887e-01,-2.181515330448746681e-03,-6.167956590652465820e-01,6.065751910209655762e-01,-6.167956590652465820e-01
-4.753364324569702148e-01,1.387940943241119385e-01,-1.926380093209445477e-03,-6.162121295928955078e-01,6.065752506256103516e-01,-6.162121295928955078e-01
-4.813170135021209717e-01,1.311461925506591797e-01,-1.719932421110570431e-03,-6.160853505134582520e-01,6.065753102302551270e-01,-6.160853505134582520e-01
-4.874171316623687744e-01,1.248005256056785583e-01,-1.557517098262906075e-03,-6.164169311523437500e-01,6.065753698348999023e-01,-6.164169311523437500e-01
-4.936008751392364502e-01,1.198020055890083313e-01,-1.435252022929489613e-03,-6.172074675559997559e-01,6.065754294395446777e-01,-6.172074675559997559e-01
-4.998296201229095459e-01,1.161932274699211121e-01,-1.350086648017168045e-03,-6.184558272361755371e-01,6.065754294395446777e-01,-6.184558272361755371e-01
-5.060621500015258789e-01,1.140129640698432922e-01,-1.299895578995347023e-03,-6.201586723327636719e-01,6.065754890441894531e-01,-6.201586723327636719e-01
-5.122551918029785156e-01,1.132952645421028137e-01,-1.283581717871129513e-03,-6.223104000091552734e-01,6.065754890441894531e-01,-6.223104000091552734e-01
-5.183632969856262207e-01,1.140660271048545837e-01,-1.301105832681059837e-03,-6.249020099639892578e-01,6.065754890441894531e-01,-6.249020099639892578e-01
-5.243395566940307617e-01,1.163417771458625793e-01,-1.353540923446416855e-03,-6.279209852218627930e-01,6.065755486488342285e-01,-6.279209852218627930e-01
-5.301358103752136230e-01,1.201304271817207336e-01,-1.443131943233311176e-03,-6.313515901565551758e-01,6.065755486488342285e-01,-6.313515901565551758e-01
-5.357028245925903320e-01,1.254262924194335938e-01,-1.573175541125237942e-03,-6.351733207702636719e-01,6.065755486488342285e-01,-6.351733207702636719e-01
-5.409908890724182129e-01,1.322138607501983643e-01,-1.748050446622073650e-03,-6.393623352050781250e-01,6.065755486488342285e-01,-6.393623352050781250e-01
-5.459502935409545898e-01,1.404626667499542236e-01,-1.972976140677928925e-03,-6.438900828361511230e-01,6.065754890441894531e-01,-6.438900828361511230e-01
-5.505315065383911133e-01,1.501301825046539307e-01,-2.253907267004251480e-03,-6.487240791320800781e-01,6.065754890441894531e-01,-6.487240791320800781e-01
-5.546857118606567383e-01,1.611593961715698242e-01,-2.597235143184661865e-03,-6.538275480270385742e-01,6.065754890441894531e-01,-6.538275480270385742e-01
-5.583653450012207031e-01,1.734797954559326172e-01,-3.009523963555693626e-03,-6.591598391532897949e-01,6.065754890441894531e-01,-6.591598391532897949e-01
-5.615245103836059570e-01,1.870087683200836182e-01,-3.497228026390075684e-03,-6.646770238876342773e-01,6.065754294395446777e-01,-6.646770238876342773e-01
-5.641193389892578125e-01,2.016505599021911621e-01,-4.066294990479946136e-03,-6.703317165374755859e-01,6.065753698348999023e-01,-6.703317165374755859e-01
-5.661085844039916992e-01,2.172996699810028076e-01,-4.721914883702993393e-03,-6.760743856430053711e-01,6.065753102302551270e-01,-6.760743856430053711e-01
-5.674538612365722656e-01,2.338402271270751953e-01,-5.468124989420175552e-03,-6.818532347679138184e-01,6.065752506256103516e-01,-6.818532347679138184e-01
-5.681204199790954590e-01,2.511490583419799805e-01,-6.307585164904594421e-03,-6.876156330108642578e-01,6.065751910209655762e-01,-6.876156330108642578e-01
-5.680773258209228516e-01,2.690957188606262207e-01,-7.241250481456518173e-03,-6.933078169822692871e-01,6.065751314163208008e-01,-6.933078169822692871e-01
-5.672979950904846191e-01,2.875470519065856934e-01,-8.268330246210098267e-03,-6.988770961761474609e-01,6.065750718116760254e-01,-6.988770961761474609e-01
-5.657605528831481934e-01,3.063660264015197754e-01,-9.386014193296432495e-03,-7.042711973190307617e-01,6.065748929977416992e-01,-7.042711973190307617e-01
-5.634481906890869141e-01,3.254156708717346191e-01,-1.058953627943992615e-02,-7.094398140907287598e-01,6.065748929977416992e-01,-7.094398140907287598e-01
-5.603495240211486816e-01,3.445596694946289062e-01,-1.187213696539402008e-02,-7.143350839614868164e-01,6.065747141838073730e-01,-7.143350839614868164e-01
-5.564589500427246094e-01,3.636632263660430908e-01,-1.322509441524744034e-02,-7.189118266105651855e-01,6.065745949745178223e-01,-7.189118266105651855e-01
-5.517768263816833496e-01,3.825945854187011719e-01,-1.463786140084266663e-02,-7.231281399726867676e-01,6.065744757652282715e-01,-7.231281399726867676e-01
-5.463097095489501953e-01,4.012252986431121826e-01,-1.609817333519458771e-02,-7.269456982612609863e-01,6.065742969512939453e-01,-7.269456982612609863e-01
-5.400705933570861816e-01,4.194314479827880859e-01,-1.759227365255355835e-02,-7.303301095962524414e-01,6.065741777420043945e-01,-7.303301095962524414e-01
-5.330788493156433105e-01,4.370911717414855957e-01,-1.910487003624439240e-02,-7.332502603530883789e-01,6.065739989280700684e-01,-7.332502603530883789e-01
-5.253603458404541016e-01,4.540882110595703125e-01,-2.061961032450199127e-02,-7.356792688369750977e-01,6.065738797187805176e-01,-7.356792688369750977e-01
-5.169475078582763672e-01,4.703079462051391602e-01,-2.211895585060119629e-02,-7.375934123992919922e-01,6.065737009048461914e-01,-7.375934123992919922e-01
-5.078790783882141113e-01,4.856383502483367920e-01,-2.358446083962917328e-02,-7.389723062515258789e-01,6.065735220909118652e-01,-7.389723062515258789e-01
-4.982000589370727539e-01,4.999696910381317139e-01,-2.499696984887123108e-02,-7.397987842559814453e-01,6.065733432769775391e-01,-7.397987842559814453e-01
-4.879614114761352539e-01,5.131922364234924316e-01,-2.633662708103656769e-02,-7.400579452514648438e-01,6.065731644630432129e-01,-7.400579452514648438e-01
-4.772197306156158447e-01,5.251985192298889160e-01,-2.758334763348102570e-02,-7.397376298904418945e-01,6.065729856491088867e-01,-7.397376298904418945e-01
