# {"t_start": 1582159160.5053852, "env_id": "FetchPickAndPlace-v1"} 
r,l,t
-13.2794,50,639.853821
-9.115639,50,640.084281
-8.416879,50,640.300522
-4.043203,50,640.534517
-19.25955,50,640.7489
-9.080964,50,640.972804
-3.428065,50,641.19431
-6.647614,50,641.396657
-12.440064,50,641.622588
-12.487215,50,641.826988
-12.921962,50,642.031597
-14.524179,50,642.235736
-6.04696,50,642.448804
-2.403197,50,642.75674
-12.972918,50,643.300691
-14.410386,50,643.842327
-12.44199,50,644.335699
-21.273753,50,644.844731
-9.416297,50,645.083985
-10.804835,50,645.29368
-21.27632,50,669.438284
-10.73819,50,669.793726
-11.333913,50,670.161
-6.174689,50,670.573027
-14.811122,50,670.950991
-4.449075,50,671.310763
-4.189141,50,671.691009
-25.723994,50,672.063607
-6.599584,50,672.422769
-1.995917,50,672.81057
-4.431178,50,673.191998
-22.117564,50,673.566528
-8.598458,50,673.95762
-10.080585,50,674.358454
-4.517791,50,674.608868
-5.439924,50,674.877398
-7.201536,50,675.110768
-2.977597,50,675.346667
-7.880279,50,675.570447
-18.011612,50,675.794061
-6.315259,50,676.018484
-10.186902,50,676.234651
-19.250276,50,676.455488
-7.41674,50,676.765294
-5.787613,50,677.260534
-8.480783,50,677.760453
-11.815458,50,678.258777
-14.383379,50,678.74066
-2.635239,50,679.149101
-8.005888,50,679.364848
-24.606551,50,679.571252
-12.12885,50,679.779386
-9.248443,50,679.991471
-5.331727,50,680.211047
-11.966859,50,680.420962
-1.473142,50,680.648742
-5.615756,50,680.905502
-2.456191,50,681.119075
-24.599692,50,681.326953
-30.449581,50,681.529211
-19.025174,50,681.747443
-11.782926,50,705.025733
-15.279122,50,705.413267
-8.896403,50,705.793437
-22.447707,50,706.182851
-11.062219,50,706.552844
-12.482064,50,706.921807
-7.403748,50,707.312277
-6.281721,50,707.714352
-2.602091,50,708.110591
-9.366244,50,708.519321
-21.478683,50,708.916978
-33.153331,50,709.291339
-25.388486,50,709.826697
-5.132529,50,710.459236
-7.33736,50,711.023242
-7.272661,50,711.544719
-7.553512,50,712.100419
-14.432348,50,712.468353
-1.694223,50,712.720056
-7.5859,50,712.958287
-5.191683,50,713.197948
-20.577892,50,713.412573
-4.865998,50,713.653739
-4.343465,50,713.878321
-14.722485,50,714.111205
-8.552337,50,714.328317
-10.113786,50,714.547554
-8.281535,50,714.991615
-15.315086,50,715.511128
-5.790598,50,716.020472
-5.416976,50,716.453567
-7.257969,50,716.675751
-11.166246,50,716.876913
-9.255676,50,717.085729
-4.213149,50,717.30439
-4.078358,50,717.514712
-4.749942,50,717.732062
-5.584419,50,717.951547
-5.358966,50,718.161317
-19.001713,50,718.362905
-16.438493,50,718.565737
-20.755636,50,742.47328
-6.88962,50,743.055694
-5.001445,50,743.725539
-16.023083,50,744.359615
-5.64863,50,744.967611
-20.20311,50,745.585577
-4.893383,50,746.049337
-15.830736,50,746.407102
-7.614082,50,746.783466
-12.024552,50,747.143931
-16.267205,50,747.522019
-22.376672,50,747.902142
-17.319359,50,748.26774
-13.902821,50,748.596219
-8.916342,50,748.831798
-2.172385,50,749.05029
-9.572873,50,749.267434
-11.841915,50,749.487433
-9.388977,50,749.722702
-4.81109,50,749.964342
-13.802515,50,750.182765
-6.462943,50,750.405764
-26.958377,50,750.622836
-14.94182,50,750.843787
-2.672181,50,751.07407
-12.41641,50,751.291467
-2.755147,50,751.522983
-7.536942,50,751.743739
-19.068853,50,751.951216
-13.03442,50,752.164099
-13.635714,50,752.377254
-14.769353,50,752.588629
-6.12347,50,752.809619
-4.177693,50,753.016344
-20.825946,50,753.231006
-26.567746,50,753.443652
-3.486027,50,753.648023
-5.195079,50,753.862783
-20.329977,50,754.0682
-4.799987,50,754.303457
-5.234299,50,754.524797
-11.590055,50,779.541324
-6.892846,50,779.926477
-16.985563,50,780.286829
-36.248506,50,780.647388
-13.511,50,781.035156
-7.285658,50,781.399599
-16.868707,50,781.771758
-10.178403,50,782.156495
-12.204073,50,782.54464
-22.707818,50,782.944463
-6.725291,50,783.342706
-6.197741,50,783.724612
-11.400872,50,784.098701
-13.127432,50,784.436939
-18.77937,50,784.668207
-23.063468,50,784.901633
-38.443569,50,785.127487
-11.177984,50,785.354191
-12.45544,50,785.583977
-9.008853,50,785.8036
-6.733535,50,786.023892
-9.289374,50,786.254367
-3.588889,50,786.481404
-18.485403,50,786.70141
-6.43246,50,786.929805
-13.519052,50,787.157372
-16.118881,50,787.381479
-18.608367,50,787.578317
-22.682084,50,787.779142
-23.326502,50,787.985365
-12.436924,50,788.187748
-8.88873,50,788.408154
-15.076084,50,788.610877
-9.34978,50,788.819729
-7.410742,50,789.031752
-10.168125,50,789.245398
-6.565189,50,789.46735
-5.479876,50,789.679063
-19.900107,50,789.885538
-1.346006,50,790.090865
-10.215161,50,790.2966
-3.995751,50,815.50244
-4.664192,50,815.889695
-14.4164,50,816.271062
-19.927131,50,816.657601
-8.056039,50,817.05292
-11.748716,50,817.43967
-8.957658,50,817.840031
-10.065498,50,818.241384
-5.095598,50,818.628646
-9.291937,50,819.023674
-14.426739,50,819.420758
-5.832909,50,819.820503
-17.947519,50,820.224147
-10.318836,50,820.548096
-13.867981,50,820.764329
-18.164713,50,820.977737
-3.575941,50,821.223358
-11.230881,50,821.438276
-13.142449,50,821.659717
-25.015603,50,821.88416
-6.809021,50,822.111213
-8.740694,50,822.330354
-3.005215,50,822.557481
-15.95718,50,822.784561
-11.796709,50,823.007043
-10.97385,50,823.242137
-16.833173,50,823.460632
-13.118483,50,823.657674
-8.590166,50,823.863712
-7.394982,50,824.074369
-6.582478,50,824.284703
-28.113622,50,824.490541
-17.398048,50,824.702448
-6.010258,50,824.90456
-14.511947,50,825.122173
-22.137063,50,825.341359
-11.571394,50,825.54136
-23.765568,50,825.746165
-12.962534,50,825.957185
-22.986702,50,826.161525
-8.60593,50,826.376066
-8.740069,50,851.64264
-11.52795,50,852.024088
-12.663437,50,852.402258
-8.539167,50,852.793436
-20.117259,50,853.185116
-10.506117,50,853.561684
-8.282282,50,853.947371
-15.417753,50,854.313794
-12.866929,50,854.701532
-22.927486,50,855.083777
-13.9416,50,855.459596
-7.042632,50,855.827956
-4.264424,50,856.210013
-12.969981,50,856.465394
-7.693449,50,856.687284
-6.674558,50,856.904579
-7.855623,50,857.127667
-7.433498,50,857.347294
-21.118185,50,857.572577
-2.662898,50,857.81799
-22.536904,50,858.034539
-13.943222,50,858.256958
-27.617658,50,858.48306
-6.077606,50,858.709114
-7.717288,50,858.932528
-6.647279,50,859.155459
-8.582153,50,859.353303
-3.820876,50,859.565069
-7.951454,50,859.775005
-14.772028,50,859.985372
-8.273893,50,860.194214
-10.624077,50,860.394387
-16.55241,50,860.610018
-9.921409,50,860.824746
-14.263997,50,861.03523
-14.057849,50,861.242907
-7.449046,50,861.443663
-12.030535,50,861.655579
-10.976889,50,861.859478
-5.257362,50,862.063059
-13.23711,50,862.267926
-13.306057,50,887.979656
-7.340433,50,888.370831
-6.767881,50,888.739821
-3.519749,50,889.121183
-7.711229,50,889.507124
