# {"t_start": 1587202755.240103, "env_id": "MountainToyCar-v1"} 
r,l,t
-400.0,400,0.340356
-400.0,400,0.618395
-400.0,400,0.894992
-400.0,400,1.174691
-400.0,400,1.452527
-400.0,400,35.967986
-400.0,400,36.265893
-400.0,400,36.565871
-400.0,400,36.864885
-400.0,400,37.166578
-400.0,400,48.130557
-400.0,400,48.437957
-400.0,400,48.755726
-400.0,400,49.054381
-400.0,400,49.349108
-400.0,400,60.528735
-400.0,400,60.839779
-400.0,400,61.153902
-400.0,400,61.469472
-400.0,400,61.775334
-400.0,400,72.941125
-400.0,400,73.245515
-400.0,400,73.552062
-400.0,400,73.86122
-400.0,400,74.176516
-400.0,400,85.233896
-400.0,400,85.549853
-400.0,400,85.855796
-400.0,400,86.173521
-400.0,400,86.494194
-400.0,400,97.510189
-400.0,400,97.803189
-400.0,400,98.096881
-400.0,400,98.388068
-400.0,400,98.679078
-400.0,400,109.414959
-400.0,400,109.709137
-400.0,400,110.007547
-400.0,400,110.308928
-400.0,400,110.611794
-400.0,400,121.364204
-400.0,400,121.658387
-400.0,400,121.9615
-400.0,400,122.265081
-400.0,400,122.564204
-400.0,400,122.853985
-400.0,400,133.557831
-400.0,400,133.855363
-400.0,400,134.157751
-400.0,400,134.453634
-400.0,400,134.742479
-400.0,400,145.485105
-400.0,400,145.775669
-400.0,400,146.064402
-400.0,400,146.35458
-400.0,400,146.641525
-400.0,400,157.27616
-400.0,400,157.573964
-400.0,400,157.86216
-400.0,400,158.151045
-400.0,400,158.448354
-400.0,400,169.296904
-400.0,400,169.590293
-400.0,400,169.88019
-400.0,400,170.168699
-400.0,400,170.467769
-400.0,400,181.256654
-400.0,400,181.552478
-400.0,400,181.845607
-400.0,400,182.147533
-400.0,400,182.449798
-400.0,400,193.138328
-400.0,400,193.427027
-400.0,400,193.717645
-400.0,400,194.024383
-400.0,400,194.316052
-400.0,400,205.005906
-400.0,400,205.296939
-400.0,400,205.583257
-400.0,400,205.87454
-400.0,400,206.163819
-400.0,400,216.90845
-400.0,400,217.215996
-400.0,400,217.516074
-400.0,400,217.809676
-400.0,400,218.11279
-400.0,400,218.414307
-400.0,400,229.081277
-400.0,400,229.36589
-400.0,400,229.65058
-400.0,400,229.94025
-400.0,400,230.239075
-400.0,400,240.906152
-400.0,400,241.195402
-400.0,400,241.489969
-400.0,400,241.79788
-400.0,400,242.101274
-400.0,400,252.798399
-400.0,400,253.088355
-400.0,400,253.381785
-400.0,400,253.674166
-400.0,400,253.991277
-400.0,400,264.70852
-400.0,400,264.997293
-400.0,400,265.28831
-400.0,400,265.576864
-400.0,400,265.863778
-400.0,400,276.590047
-400.0,400,276.878623
-400.0,400,277.174962
-400.0,400,277.463161
-400.0,400,277.760404
-400.0,400,288.459528
-400.0,400,288.747258
-400.0,400,289.034304
-400.0,400,289.346467
-400.0,400,289.644418
-400.0,400,300.243602
-400.0,400,300.530486
-400.0,400,300.818278
-400.0,400,301.106633
-400.0,400,301.396037
-400.0,400,312.009674
-400.0,400,312.299903
-400.0,400,312.588719
-400.0,400,312.87765
-400.0,400,313.169214
-400.0,400,313.458962
-400.0,400,324.080723
-400.0,400,324.372124
-400.0,400,324.657572
-400.0,400,324.938289
-400.0,400,325.219279
-400.0,400,358.924254
-400.0,400,359.214031
-400.0,400,359.506082
-400.0,400,359.795488
-400.0,400,360.086194
-400.0,400,370.755689
-400.0,400,371.045715
-400.0,400,371.33691
-400.0,400,371.627248
-400.0,400,371.917818
-400.0,400,382.499508
-400.0,400,382.788857
-400.0,400,383.077194
-400.0,400,383.364482
-400.0,400,383.652257
-400.0,400,394.355344
-400.0,400,394.64664
-400.0,400,394.934552
-400.0,400,395.226417
-400.0,400,395.517906
-400.0,400,406.103511
-400.0,400,406.392327
-400.0,400,406.679761
-400.0,400,406.968443
-400.0,400,407.25644
-400.0,400,417.951757
-400.0,400,418.24099
-400.0,400,418.530476
-400.0,400,418.81599
-400.0,400,419.101879
-400.0,400,429.339621
-400.0,400,429.634868
-400.0,400,429.927458
-400.0,400,430.22101
-400.0,400,430.513347
-400.0,400,440.888552
-400.0,400,441.179054
-400.0,400,441.484684
-400.0,400,441.782573
-400.0,400,442.075113
-400.0,400,442.364961
-400.0,400,451.664939
-400.0,400,451.953778
-400.0,400,452.245773
-400.0,400,452.538175
-400.0,400,452.825906
-400.0,400,462.033338
-400.0,400,462.322181
-400.0,400,462.608415
-400.0,400,462.899584
-400.0,400,463.189488
-400.0,400,473.563362
-400.0,400,473.843473
-400.0,400,474.135446
-400.0,400,474.428894
-400.0,400,474.713857
-400.0,400,485.021758
-400.0,400,485.329656
-400.0,400,485.630951
-400.0,400,485.918754
-400.0,400,486.207422
-400.0,400,495.736383
-400.0,400,496.026416
-400.0,400,496.31543
-400.0,400,496.601174
-400.0,400,496.88214
-400.0,400,507.200332
-400.0,400,507.487309
-400.0,400,507.767594
-400.0,400,508.048026
-400.0,400,508.329577
-400.0,400,518.537178
-400.0,400,518.826426
-400.0,400,519.113022
-400.0,400,519.402965
-400.0,400,519.691293
-400.0,400,530.046949
-400.0,400,530.350325
-400.0,400,530.653272
-400.0,400,530.962778
-400.0,400,531.270984
-400.0,400,531.57427
-400.0,400,541.592796
-400.0,400,541.925246
-400.0,400,542.239481
-400.0,400,542.543161
-400.0,400,542.839854
-400.0,400,554.306912
-400.0,400,554.657416
-400.0,400,555.004657
-400.0,400,555.337584
-400.0,400,555.650404
-400.0,400,566.183858
-400.0,400,566.471344
-400.0,400,566.765512
-400.0,400,567.051687
-400.0,400,567.342636
-400.0,400,577.504181
-400.0,400,577.796714
-400.0,400,578.084908
-400.0,400,578.376165
-400.0,400,578.663866
-400.0,400,588.465783
-400.0,400,588.755642
-400.0,400,589.045884
-400.0,400,589.337437
-400.0,400,589.627513
-400.0,400,599.916339
-400.0,400,600.204726
-400.0,400,600.494182
-400.0,400,600.782141
-400.0,400,601.071425
-400.0,400,612.973697
-400.0,400,613.309605
-400.0,400,613.648279
-400.0,400,613.996039
-400.0,400,614.308683
-400.0,400,625.637665
-400.0,400,625.931511
-400.0,400,626.273094
-400.0,400,626.571672
-400.0,400,626.877218
-400.0,400,627.171434
-400.0,400,638.170521
-400.0,400,638.464562
-400.0,400,638.762726
-400.0,400,639.043843
-400.0,400,639.330555
-400.0,400,669.889613
-400.0,400,670.180211
-400.0,400,670.473702
-400.0,400,670.769192
-400.0,400,671.055594
-400.0,400,681.582069
-400.0,400,681.870298
-400.0,400,682.159189
-400.0,400,682.447379
-400.0,400,682.736477
-400.0,400,693.038122
-400.0,400,693.331511
-400.0,400,693.619721
-400.0,400,693.903329
-400.0,400,694.184219
-400.0,400,704.600699
-400.0,400,704.891288
-400.0,400,705.18641
-400.0,400,705.478189
-400.0,400,705.760719
-400.0,400,716.09009
-400.0,400,716.384535
-400.0,400,716.676594
-400.0,400,716.967686
-400.0,400,717.261636
-400.0,400,727.632935
-400.0,400,727.917395
-400.0,400,728.196977
-400.0,400,728.477754
-400.0,400,728.767183
-400.0,400,739.011588
-400.0,400,739.29023
-400.0,400,739.56858
-400.0,400,739.854352
-400.0,400,740.147016
-400.0,400,751.109604
-400.0,400,751.423664
-400.0,400,751.733123
-400.0,400,752.051885
-400.0,400,752.394085
-400.0,400,752.752028
