# {"t_start": 1587110352.6951127, "env_id": "MountainToyCar-v1"} 
r,l,t
-400.0,400,993.369869
-400.0,400,1000.516815
-400.0,400,1000.97419
-400.0,400,1001.442199
-400.0,400,1001.899156
-400.0,400,1002.36104
-400.0,400,1009.536886
-400.0,400,1009.995636
-400.0,400,1010.451304
-400.0,400,1010.910569
-400.0,400,1011.400484
-400.0,400,1018.595284
-400.0,400,1019.056759
-400.0,400,1019.518925
-400.0,400,1019.996074
-400.0,400,1020.472755
-400.0,400,1027.288805
-400.0,400,1027.832171
-400.0,400,1028.324617
-400.0,400,1028.789221
-400.0,400,1029.251847
-400.0,400,1036.598934
-400.0,400,1037.101819
-400.0,400,1037.663538
-400.0,400,1038.187672
-400.0,400,1038.668012
-400.0,400,1039.159187
-400.0,400,1046.224416
-400.0,400,1046.682892
-400.0,400,1047.141604
-400.0,400,1047.600383
-400.0,400,1048.059501
-400.0,400,1068.42483
-400.0,400,1068.892957
-400.0,400,1069.361362
-400.0,400,1069.828864
-400.0,400,1070.297409
-400.0,400,1076.996535
-400.0,400,1077.454265
-400.0,400,1077.912001
-400.0,400,1078.370513
-400.0,400,1078.827276
-400.0,400,1085.518838
-400.0,400,1085.995365
-400.0,400,1086.469855
-400.0,400,1086.944595
-400.0,400,1087.419743
-400.0,400,1094.125326
-400.0,400,1094.584245
-400.0,400,1095.043857
-400.0,400,1095.50298
-400.0,400,1095.962067
-400.0,400,1102.604359
-400.0,400,1103.06286
-400.0,400,1103.522093
-400.0,400,1103.980512
-400.0,400,1104.439349
-400.0,400,1111.355823
-400.0,400,1111.820923
-400.0,400,1112.302696
-400.0,400,1112.802829
-400.0,400,1113.323082
-400.0,400,1120.177039
-400.0,400,1120.702772
-400.0,400,1121.187293
-400.0,400,1121.664989
-400.0,400,1122.15315
-400.0,400,1128.930401
-400.0,400,1129.394885
-400.0,400,1129.869682
-400.0,400,1130.34251
-400.0,400,1130.807147
-400.0,400,1131.276312
-400.0,400,1138.107746
-400.0,400,1138.60974
-400.0,400,1139.082575
-400.0,400,1139.563962
-400.0,400,1140.04347
-400.0,400,1146.870573
-400.0,400,1147.342255
-400.0,400,1147.809499
-400.0,400,1148.278453
-400.0,400,1148.747809
-400.0,400,1155.500038
-400.0,400,1155.976727
-400.0,400,1156.455133
-400.0,400,1156.933326
-400.0,400,1157.414638
